uf,tipo_doenca,local_obito,faixa_etaria,sexo,total,uf_int,tipo_doenca_int,local_obito_int,faixa_etaria_int,sexo_int
AL,OUTRAS,VIA_PUBLICA,60 - 69,M,34,1,0,4,6,1
AL,COVID,HOSPITAL,60 - 69,F,2,1,1,1,6,0
AL,COVID,HOSPITAL,60 - 69,M,2,1,1,1,6,1
AL,INDETERMINADA,DOMICILIO,60 - 69,F,5,1,2,0,6,0
AL,INDETERMINADA,DOMICILIO,60 - 69,M,6,1,2,0,6,1
AL,INDETERMINADA,HOSPITAL,60 - 69,F,2,1,2,1,6,0
AL,INDETERMINADA,HOSPITAL,60 - 69,M,5,1,2,1,6,1
AL,INDETERMINADA,OUTRO,60 - 69,F,1,1,2,2,6,0
AL,INDETERMINADA,OUTRO,60 - 69,M,1,1,2,2,6,1
AL,INDETERMINADA,OUTROS_SERVICOS_SAUDE,60 - 69,F,2,1,2,3,6,0
AL,INDETERMINADA,VIA_PUBLICA,60 - 69,F,1,1,2,4,6,0
AL,INDETERMINADA,VIA_PUBLICA,60 - 69,M,1,1,2,4,6,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,F,19,1,3,0,6,0
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,M,32,1,3,0,6,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,F,77,1,3,1,6,0
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,M,93,1,3,1,6,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,60 - 69,F,1,1,3,2,6,0
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,60 - 69,M,1,1,3,2,6,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,16,1,3,3,6,0
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,16,1,3,3,6,1
AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,60 - 69,M,1,1,3,4,6,1
AL,PNEUMONIA,DOMICILIO,60 - 69,F,8,1,4,0,6,0
AL,PNEUMONIA,DOMICILIO,60 - 69,M,6,1,4,0,6,1
AL,PNEUMONIA,HOSPITAL,60 - 69,F,166,1,4,1,6,0
AL,PNEUMONIA,HOSPITAL,60 - 69,M,191,1,4,1,6,1
AL,PNEUMONIA,IGNORADO,60 - 69,M,1,1,4,5,6,1
AL,PNEUMONIA,OUTRO,60 - 69,F,1,1,4,2,6,0
AL,PNEUMONIA,OUTRO,60 - 69,M,1,1,4,2,6,1
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,14,1,4,3,6,0
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,7,1,4,3,6,1
AL,SEPTICEMIA,DOMICILIO,60 - 69,F,13,1,5,0,6,0
AL,SEPTICEMIA,DOMICILIO,60 - 69,M,10,1,5,0,6,1
AL,SEPTICEMIA,HOSPITAL,60 - 69,F,169,1,5,1,6,0
AL,SEPTICEMIA,HOSPITAL,60 - 69,M,203,1,5,1,6,1
AL,SEPTICEMIA,OUTRO,60 - 69,M,1,1,5,2,6,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,24,1,5,3,6,0
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,25,1,5,3,6,1
AL,SEPTICEMIA,VIA_PUBLICA,60 - 69,F,1,1,5,4,6,0
AL,SEPTICEMIA,VIA_PUBLICA,60 - 69,M,1,1,5,4,6,1
AL,SRAG,HOSPITAL,60 - 69,F,1,1,6,1,6,0
AL,SRAG,HOSPITAL,60 - 69,M,2,1,6,1,6,1
AL,SRAG,OUTROS_SERVICOS_SAUDE,60 - 69,F,2,1,6,3,6,0
AM,OUTRAS,DOMICILIO,60 - 69,F,141,2,0,0,6,0
AM,OUTRAS,DOMICILIO,60 - 69,M,270,2,0,0,6,1
AM,OUTRAS,HOSPITAL,60 - 69,F,359,2,0,1,6,0
AM,OUTRAS,HOSPITAL,60 - 69,M,453,2,0,1,6,1
AM,OUTRAS,IGNORADO,60 - 69,M,2,2,0,5,6,1
AM,OUTRAS,OUTRO,60 - 69,F,18,2,0,2,6,0
AM,OUTRAS,OUTRO,60 - 69,M,45,2,0,2,6,1
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,F,3,2,0,3,6,0
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,M,7,2,0,3,6,1
AM,OUTRAS,VIA_PUBLICA,60 - 69,F,3,2,0,4,6,0
AM,OUTRAS,VIA_PUBLICA,60 - 69,M,12,2,0,4,6,1
AM,COVID,HOSPITAL,60 - 69,M,4,2,1,1,6,1
AM,INDETERMINADA,DOMICILIO,60 - 69,F,5,2,2,0,6,0
AM,INDETERMINADA,DOMICILIO,60 - 69,M,8,2,2,0,6,1
AM,INDETERMINADA,HOSPITAL,60 - 69,F,1,2,2,1,6,0
AM,INDETERMINADA,HOSPITAL,60 - 69,M,1,2,2,1,6,1
AM,INDETERMINADA,VIA_PUBLICA,60 - 69,M,1,2,2,4,6,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,F,11,2,3,0,6,0
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,M,13,2,3,0,6,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,F,60,2,3,1,6,0
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,M,71,2,3,1,6,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,60 - 69,M,2,2,3,2,6,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,1,2,3,3,6,0
AM,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,60 - 69,M,1,2,3,4,6,1
AM,PNEUMONIA,DOMICILIO,60 - 69,F,2,2,4,0,6,0
AM,PNEUMONIA,DOMICILIO,60 - 69,M,5,2,4,0,6,1
AM,PNEUMONIA,HOSPITAL,60 - 69,F,107,2,4,1,6,0
AM,PNEUMONIA,HOSPITAL,60 - 69,M,146,2,4,1,6,1
AM,PNEUMONIA,OUTRO,60 - 69,F,2,2,4,2,6,0
AM,PNEUMONIA,OUTRO,60 - 69,M,3,2,4,2,6,1
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,2,2,4,3,6,0
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,1,2,4,3,6,1
AM,SEPTICEMIA,DOMICILIO,60 - 69,F,2,2,5,0,6,0
AM,SEPTICEMIA,DOMICILIO,60 - 69,M,5,2,5,0,6,1
AM,SEPTICEMIA,HOSPITAL,60 - 69,F,165,2,5,1,6,0
AM,SEPTICEMIA,HOSPITAL,60 - 69,M,179,2,5,1,6,1
AM,SEPTICEMIA,OUTRO,60 - 69,F,3,2,5,2,6,0
AM,SEPTICEMIA,OUTRO,60 - 69,M,2,2,5,2,6,1
AM,SEPTICEMIA,VIA_PUBLICA,60 - 69,M,1,2,5,4,6,1
AM,SRAG,DOMICILIO,60 - 69,M,7,2,6,0,6,1
AM,SRAG,HOSPITAL,60 - 69,F,2,2,6,1,6,0
AM,SRAG,HOSPITAL,60 - 69,M,5,2,6,1,6,1
AP,OUTRAS,DOMICILIO,60 - 69,F,15,3,0,0,6,0
AP,OUTRAS,DOMICILIO,60 - 69,M,32,3,0,0,6,1
AP,OUTRAS,HOSPITAL,60 - 69,F,44,3,0,1,6,0
AP,OUTRAS,HOSPITAL,60 - 69,M,78,3,0,1,6,1
AP,OUTRAS,OUTRO,60 - 69,F,2,3,0,2,6,0
AP,OUTRAS,OUTRO,60 - 69,M,8,3,0,2,6,1
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,F,2,3,0,3,6,0
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,M,3,3,0,3,6,1
AP,OUTRAS,VIA_PUBLICA,60 - 69,M,2,3,0,4,6,1
AP,COVID,HOSPITAL,60 - 69,F,1,3,1,1,6,0
AP,COVID,HOSPITAL,60 - 69,M,1,3,1,1,6,1
AP,INDETERMINADA,VIA_PUBLICA,60 - 69,M,1,3,2,4,6,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,M,1,3,3,0,6,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,F,11,3,3,1,6,0
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,M,19,3,3,1,6,1
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,1,3,3,3,6,0
AP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,60 - 69,M,1,3,3,6,6,1
AP,PNEUMONIA,DOMICILIO,60 - 69,F,1,3,4,0,6,0
AP,PNEUMONIA,DOMICILIO,60 - 69,M,1,3,4,0,6,1
AP,PNEUMONIA,HOSPITAL,60 - 69,F,38,3,4,1,6,0
AP,PNEUMONIA,HOSPITAL,60 - 69,M,45,3,4,1,6,1
AP,PNEUMONIA,IGNORADO,60 - 69,F,2,3,4,5,6,0
AP,PNEUMONIA,OUTRO,60 - 69,M,1,3,4,2,6,1
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,3,3,4,3,6,1
AP,SEPTICEMIA,DOMICILIO,60 - 69,M,1,3,5,0,6,1
AP,SEPTICEMIA,HOSPITAL,60 - 69,F,23,3,5,1,6,0
AP,SEPTICEMIA,HOSPITAL,60 - 69,M,25,3,5,1,6,1
AP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,1,3,5,3,6,0
AP,SRAG,DOMICILIO,60 - 69,M,1,3,6,0,6,1
AP,SRAG,HOSPITAL,60 - 69,F,1,3,6,1,6,0
AP,SRAG,HOSPITAL,60 - 69,M,2,3,6,1,6,1
BA,OUTRAS,DOMICILIO,60 - 69,F,702,4,0,0,6,0
BA,OUTRAS,DOMICILIO,60 - 69,M,1351,4,0,0,6,1
BA,OUTRAS,HOSPITAL,60 - 69,F,1518,4,0,1,6,0
BA,OUTRAS,HOSPITAL,60 - 69,M,2125,4,0,1,6,1
BA,OUTRAS,IGNORADO,60 - 69,F,10,4,0,5,6,0
BA,OUTRAS,IGNORADO,60 - 69,M,17,4,0,5,6,1
BA,OUTRAS,OUTRO,60 - 69,F,64,4,0,2,6,0
BA,OUTRAS,OUTRO,60 - 69,M,178,4,0,2,6,1
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,F,184,4,0,3,6,0
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,M,290,4,0,3,6,1
BA,OUTRAS,VIA_PUBLICA,60 - 69,F,24,4,0,4,6,0
BA,OUTRAS,VIA_PUBLICA,60 - 69,M,96,4,0,4,6,1
BA,COVID,DOMICILIO,60 - 69,F,2,4,1,0,6,0
BA,COVID,HOSPITAL,60 - 69,F,8,4,1,1,6,0
BA,COVID,HOSPITAL,60 - 69,M,5,4,1,1,6,1
BA,COVID,OUTROS_SERVICOS_SAUDE,60 - 69,M,1,4,1,3,6,1
BA,INDETERMINADA,DOMICILIO,60 - 69,F,6,4,2,0,6,0
BA,INDETERMINADA,DOMICILIO,60 - 69,M,25,4,2,0,6,1
BA,INDETERMINADA,HOSPITAL,60 - 69,F,3,4,2,1,6,0
BA,INDETERMINADA,HOSPITAL,60 - 69,M,2,4,2,1,6,1
BA,INDETERMINADA,IGNORADO,60 - 69,M,1,4,2,5,6,1
BA,INDETERMINADA,OUTRO,60 - 69,M,5,4,2,2,6,1
BA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,60 - 69,M,1,4,2,3,6,1
BA,INDETERMINADA,VIA_PUBLICA,60 - 69,M,1,4,2,4,6,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,F,61,4,3,0,6,0
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,M,76,4,3,0,6,1
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,F,350,4,3,1,6,0
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,M,466,4,3,1,6,1
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,60 - 69,F,2,4,3,5,6,0
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,60 - 69,M,2,4,3,5,6,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,60 - 69,F,8,4,3,2,6,0
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,60 - 69,M,9,4,3,2,6,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,43,4,3,3,6,0
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,62,4,3,3,6,1
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,60 - 69,M,6,4,3,4,6,1
BA,PNEUMONIA,DOMICILIO,60 - 69,F,16,4,4,0,6,0
BA,PNEUMONIA,DOMICILIO,60 - 69,M,31,4,4,0,6,1
BA,PNEUMONIA,HOSPITAL,60 - 69,F,415,4,4,1,6,0
BA,PNEUMONIA,HOSPITAL,60 - 69,M,646,4,4,1,6,1
BA,PNEUMONIA,IGNORADO,60 - 69,F,1,4,4,5,6,0
BA,PNEUMONIA,IGNORADO,60 - 69,M,1,4,4,5,6,1
BA,PNEUMONIA,OUTRO,60 - 69,F,3,4,4,2,6,0
BA,PNEUMONIA,OUTRO,60 - 69,M,7,4,4,2,6,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,18,4,4,3,6,0
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,33,4,4,3,6,1
BA,PNEUMONIA,VIA_PUBLICA,60 - 69,F,1,4,4,4,6,0
BA,PNEUMONIA,VIA_PUBLICA,60 - 69,M,1,4,4,4,6,1
BA,SEPTICEMIA,DOMICILIO,60 - 69,F,18,4,5,0,6,0
BA,SEPTICEMIA,DOMICILIO,60 - 69,M,23,4,5,0,6,1
BA,SEPTICEMIA,HOSPITAL,60 - 69,F,689,4,5,1,6,0
BA,SEPTICEMIA,HOSPITAL,60 - 69,M,876,4,5,1,6,1
BA,SEPTICEMIA,IGNORADO,60 - 69,F,2,4,5,5,6,0
BA,SEPTICEMIA,IGNORADO,60 - 69,M,1,4,5,5,6,1
BA,SEPTICEMIA,OUTRO,60 - 69,F,6,4,5,2,6,0
BA,SEPTICEMIA,OUTRO,60 - 69,M,13,4,5,2,6,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,36,4,5,3,6,0
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,75,4,5,3,6,1
BA,SRAG,DOMICILIO,60 - 69,M,3,4,6,0,6,1
BA,SRAG,HOSPITAL,60 - 69,F,11,4,6,1,6,0
BA,SRAG,HOSPITAL,60 - 69,M,13,4,6,1,6,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,60 - 69,F,1,4,6,3,6,0
BA,SRAG,OUTROS_SERVICOS_SAUDE,60 - 69,M,2,4,6,3,6,1
CE,OUTRAS,AMBULANCIA,60 - 69,M,2,5,0,7,6,1
CE,OUTRAS,DOMICILIO,60 - 69,F,363,5,0,0,6,0
CE,OUTRAS,DOMICILIO,60 - 69,I,1,5,0,0,6,2
CE,OUTRAS,DOMICILIO,60 - 69,M,743,5,0,0,6,1
CE,OUTRAS,HOSPITAL,60 - 69,F,712,5,0,1,6,0
CE,OUTRAS,HOSPITAL,60 - 69,M,920,5,0,1,6,1
CE,OUTRAS,IGNORADO,60 - 69,F,10,5,0,5,6,0
CE,OUTRAS,IGNORADO,60 - 69,M,23,5,0,5,6,1
CE,OUTRAS,OUTRO,60 - 69,F,33,5,0,2,6,0
CE,OUTRAS,OUTRO,60 - 69,M,104,5,0,2,6,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,F,85,5,0,3,6,0
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,M,119,5,0,3,6,1
CE,OUTRAS,VIA_PUBLICA,60 - 69,F,11,5,0,4,6,0
CE,OUTRAS,VIA_PUBLICA,60 - 69,M,61,5,0,4,6,1
CE,COVID,DOMICILIO,60 - 69,F,1,5,1,0,6,0
CE,COVID,HOSPITAL,60 - 69,F,6,5,1,1,6,0
CE,COVID,HOSPITAL,60 - 69,M,6,5,1,1,6,1
CE,COVID,IGNORADO,60 - 69,M,1,5,1,5,6,1
CE,COVID,OUTROS_SERVICOS_SAUDE,60 - 69,F,1,5,1,3,6,0
CE,INDETERMINADA,DOMICILIO,60 - 69,F,2,5,2,0,6,0
CE,INDETERMINADA,DOMICILIO,60 - 69,M,4,5,2,0,6,1
CE,INDETERMINADA,HOSPITAL,60 - 69,M,8,5,2,1,6,1
CE,INDETERMINADA,OUTRO,60 - 69,M,1,5,2,2,6,1
CE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,60 - 69,F,1,5,2,3,6,0
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,F,43,5,3,0,6,0
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,M,66,5,3,0,6,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,F,177,5,3,1,6,0
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,M,191,5,3,1,6,1
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,60 - 69,F,3,5,3,5,6,0
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,60 - 69,M,3,5,3,5,6,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,60 - 69,F,10,5,3,2,6,0
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,60 - 69,M,7,5,3,2,6,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,24,5,3,3,6,0
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,23,5,3,3,6,1
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,60 - 69,F,1,5,3,4,6,0
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,60 - 69,M,2,5,3,4,6,1
CE,PNEUMONIA,DOMICILIO,60 - 69,F,32,5,4,0,6,0
CE,PNEUMONIA,DOMICILIO,60 - 69,M,46,5,4,0,6,1
CE,PNEUMONIA,HOSPITAL,60 - 69,F,372,5,4,1,6,0
CE,PNEUMONIA,HOSPITAL,60 - 69,M,534,5,4,1,6,1
CE,PNEUMONIA,IGNORADO,60 - 69,F,3,5,4,5,6,0
CE,PNEUMONIA,IGNORADO,60 - 69,M,5,5,4,5,6,1
CE,PNEUMONIA,OUTRO,60 - 69,F,4,5,4,2,6,0
CE,PNEUMONIA,OUTRO,60 - 69,M,7,5,4,2,6,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,30,5,4,3,6,0
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,28,5,4,3,6,1
CE,PNEUMONIA,VIA_PUBLICA,60 - 69,M,2,5,4,4,6,1
CE,SEPTICEMIA,DOMICILIO,60 - 69,F,15,5,5,0,6,0
CE,SEPTICEMIA,DOMICILIO,60 - 69,M,28,5,5,0,6,1
CE,SEPTICEMIA,HOSPITAL,60 - 69,F,446,5,5,1,6,0
CE,SEPTICEMIA,HOSPITAL,60 - 69,M,560,5,5,1,6,1
CE,SEPTICEMIA,IGNORADO,60 - 69,F,4,5,5,5,6,0
CE,SEPTICEMIA,IGNORADO,60 - 69,M,1,5,5,5,6,1
CE,SEPTICEMIA,OUTRO,60 - 69,F,3,5,5,2,6,0
CE,SEPTICEMIA,OUTRO,60 - 69,M,10,5,5,2,6,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,44,5,5,3,6,0
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,40,5,5,3,6,1
CE,SEPTICEMIA,VIA_PUBLICA,60 - 69,F,1,5,5,4,6,0
CE,SEPTICEMIA,VIA_PUBLICA,60 - 69,M,1,5,5,4,6,1
CE,SRAG,DOMICILIO,60 - 69,F,1,5,6,0,6,0
CE,SRAG,DOMICILIO,60 - 69,M,1,5,6,0,6,1
CE,SRAG,HOSPITAL,60 - 69,F,8,5,6,1,6,0
CE,SRAG,HOSPITAL,60 - 69,M,10,5,6,1,6,1
CE,SRAG,OUTROS_SERVICOS_SAUDE,60 - 69,M,1,5,6,3,6,1
DF,OUTRAS,DOMICILIO,60 - 69,F,68,6,0,0,6,0
DF,OUTRAS,DOMICILIO,60 - 69,M,123,6,0,0,6,1
DF,OUTRAS,HOSPITAL,60 - 69,F,335,6,0,1,6,0
DF,OUTRAS,HOSPITAL,60 - 69,M,420,6,0,1,6,1
DF,OUTRAS,OUTRO,60 - 69,F,18,6,0,2,6,0
DF,OUTRAS,OUTRO,60 - 69,M,36,6,0,2,6,1
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,F,7,6,0,3,6,0
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,M,12,6,0,3,6,1
DF,OUTRAS,VIA_PUBLICA,60 - 69,F,1,6,0,4,6,0
DF,OUTRAS,VIA_PUBLICA,60 - 69,M,22,6,0,4,6,1
DF,COVID,HOSPITAL,60 - 69,F,8,6,1,1,6,0
DF,COVID,HOSPITAL,60 - 69,M,7,6,1,1,6,1
DF,INDETERMINADA,HOSPITAL,60 - 69,M,2,6,2,1,6,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,F,7,6,3,0,6,0
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,M,7,6,3,0,6,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,F,52,6,3,1,6,0
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,M,67,6,3,1,6,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,60 - 69,F,4,6,3,2,6,0
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,60 - 69,M,5,6,3,2,6,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,1,6,3,3,6,0
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,1,6,3,3,6,1
DF,PNEUMONIA,DOMICILIO,60 - 69,F,8,6,4,0,6,0
DF,PNEUMONIA,DOMICILIO,60 - 69,M,8,6,4,0,6,1
DF,PNEUMONIA,HOSPITAL,60 - 69,F,206,6,4,1,6,0
DF,PNEUMONIA,HOSPITAL,60 - 69,M,251,6,4,1,6,1
DF,PNEUMONIA,OUTRO,60 - 69,F,2,6,4,2,6,0
DF,PNEUMONIA,OUTRO,60 - 69,M,5,6,4,2,6,1
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,4,6,4,3,6,0
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,9,6,4,3,6,1
DF,PNEUMONIA,VIA_PUBLICA,60 - 69,M,1,6,4,4,6,1
DF,SEPTICEMIA,DOMICILIO,60 - 69,F,3,6,5,0,6,0
DF,SEPTICEMIA,DOMICILIO,60 - 69,M,7,6,5,0,6,1
DF,SEPTICEMIA,HOSPITAL,60 - 69,F,184,6,5,1,6,0
DF,SEPTICEMIA,HOSPITAL,60 - 69,M,220,6,5,1,6,1
DF,SEPTICEMIA,OUTRO,60 - 69,F,4,6,5,2,6,0
DF,SEPTICEMIA,OUTRO,60 - 69,M,7,6,5,2,6,1
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,3,6,5,3,6,0
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,8,6,5,3,6,1
DF,SRAG,HOSPITAL,60 - 69,F,4,6,6,1,6,0
DF,SRAG,HOSPITAL,60 - 69,M,4,6,6,1,6,1
DF,SRAG,OUTRO,60 - 69,F,1,6,6,2,6,0
ES,OUTRAS,DOMICILIO,60 - 69,F,164,7,0,0,6,0
ES,OUTRAS,DOMICILIO,60 - 69,M,409,7,0,0,6,1
ES,OUTRAS,HOSPITAL,60 - 69,F,540,7,0,1,6,0
ES,OUTRAS,HOSPITAL,60 - 69,M,722,7,0,1,6,1
ES,OUTRAS,IGNORADO,60 - 69,M,1,7,0,5,6,1
ES,OUTRAS,OUTRO,60 - 69,F,14,7,0,2,6,0
ES,OUTRAS,OUTRO,60 - 69,M,46,7,0,2,6,1
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,F,32,7,0,3,6,0
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,60 - 69,M,80,7,0,3,6,1
ES,OUTRAS,VIA_PUBLICA,60 - 69,F,10,7,0,4,6,0
ES,OUTRAS,VIA_PUBLICA,60 - 69,M,47,7,0,4,6,1
ES,COVID,DOMICILIO,60 - 69,F,2,7,1,0,6,0
ES,COVID,HOSPITAL,60 - 69,F,9,7,1,1,6,0
ES,COVID,HOSPITAL,60 - 69,M,9,7,1,1,6,1
ES,COVID,OUTROS_SERVICOS_SAUDE,60 - 69,F,2,7,1,3,6,0
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,F,26,7,3,0,6,0
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,60 - 69,M,33,7,3,0,6,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,F,68,7,3,1,6,0
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,60 - 69,M,91,7,3,1,6,1
ES,INSUFICIENCIA_RESPIRATORIA,OUTRO,60 - 69,F,1,7,3,2,6,0
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,6,7,3,3,6,0
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,6,7,3,3,6,1
ES,PNEUMONIA,DOMICILIO,60 - 69,F,13,7,4,0,6,0
ES,PNEUMONIA,DOMICILIO,60 - 69,M,30,7,4,0,6,1
ES,PNEUMONIA,HOSPITAL,60 - 69,F,212,7,4,1,6,0
ES,PNEUMONIA,HOSPITAL,60 - 69,I,1,7,4,1,6,2
ES,PNEUMONIA,HOSPITAL,60 - 69,M,345,7,4,1,6,1
ES,PNEUMONIA,OUTRO,60 - 69,M,4,7,4,2,6,1
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,7,7,4,3,6,0
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,11,7,4,3,6,1
ES,SEPTICEMIA,DOMICILIO,60 - 69,F,6,7,5,0,6,0
ES,SEPTICEMIA,DOMICILIO,60 - 69,M,16,7,5,0,6,1
ES,SEPTICEMIA,HOSPITAL,60 - 69,F,294,7,5,1,6,0
ES,SEPTICEMIA,HOSPITAL,60 - 69,M,375,7,5,1,6,1
ES,SEPTICEMIA,OUTRO,60 - 69,F,1,7,5,2,6,0
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,60 - 69,F,4,7,5,3,6,0
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,60 - 69,M,6,7,5,3,6,1
ES,SRAG,DOMICILIO,60 - 69,F,1,7,6,0,6,0
ES,SRAG,HOSPITAL,60 - 69,F,4,7,6,1,6,0
ES,SRAG,HOSPITAL,60 - 69,M,5,7,6,1,6,1
