uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
AP,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
AP,SEPTICEMIA,HOSPITAL,"60 - 69",F,23
AP,SEPTICEMIA,HOSPITAL,"60 - 69",M,25
AP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
AP,SRAG,DOMICILIO,"60 - 69",M,1
AP,SRAG,HOSPITAL,"60 - 69",F,1
AP,SRAG,HOSPITAL,"60 - 69",M,2
BA,OUTRAS,DOMICILIO,"60 - 69",F,702
BA,OUTRAS,DOMICILIO,"60 - 69",M,1351
BA,OUTRAS,HOSPITAL,"60 - 69",F,1518
BA,OUTRAS,HOSPITAL,"60 - 69",M,2125
BA,OUTRAS,IGNORADO,"60 - 69",F,10
BA,OUTRAS,IGNORADO,"60 - 69",M,17
BA,OUTRAS,OUTRO,"60 - 69",F,64
BA,OUTRAS,OUTRO,"60 - 69",M,178
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,184
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,290
BA,OUTRAS,VIA_PUBLICA,"60 - 69",F,24
BA,OUTRAS,VIA_PUBLICA,"60 - 69",M,96
BA,COVID,DOMICILIO,"60 - 69",F,2
BA,COVID,HOSPITAL,"60 - 69",F,8
BA,COVID,HOSPITAL,"60 - 69",M,5
BA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
BA,INDETERMINADA,DOMICILIO,"60 - 69",F,6
BA,INDETERMINADA,DOMICILIO,"60 - 69",M,25
BA,INDETERMINADA,HOSPITAL,"60 - 69",F,3
BA,INDETERMINADA,HOSPITAL,"60 - 69",M,2
BA,INDETERMINADA,IGNORADO,"60 - 69",M,1
BA,INDETERMINADA,OUTRO,"60 - 69",M,5
BA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
BA,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,61
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,76
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,350
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,466
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,2
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,8
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,9
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,43
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,62
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,6
BA,PNEUMONIA,DOMICILIO,"60 - 69",F,16
BA,PNEUMONIA,DOMICILIO,"60 - 69",M,31
BA,PNEUMONIA,HOSPITAL,"60 - 69",F,415
BA,PNEUMONIA,HOSPITAL,"60 - 69",M,646
BA,PNEUMONIA,IGNORADO,"60 - 69",F,1
BA,PNEUMONIA,IGNORADO,"60 - 69",M,1
BA,PNEUMONIA,OUTRO,"60 - 69",F,3
BA,PNEUMONIA,OUTRO,"60 - 69",M,7
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,18
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,33
BA,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
BA,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
BA,SEPTICEMIA,DOMICILIO,"60 - 69",F,18
BA,SEPTICEMIA,DOMICILIO,"60 - 69",M,23
BA,SEPTICEMIA,HOSPITAL,"60 - 69",F,689
BA,SEPTICEMIA,HOSPITAL,"60 - 69",M,876
BA,SEPTICEMIA,IGNORADO,"60 - 69",F,2
BA,SEPTICEMIA,IGNORADO,"60 - 69",M,1
BA,SEPTICEMIA,OUTRO,"60 - 69",F,6
BA,SEPTICEMIA,OUTRO,"60 - 69",M,13
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,36
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,75
BA,SRAG,DOMICILIO,"60 - 69",M,3
BA,SRAG,HOSPITAL,"60 - 69",F,11
BA,SRAG,HOSPITAL,"60 - 69",M,13
BA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
CE,OUTRAS,AMBULANCIA,"60 - 69",M,2
CE,OUTRAS,DOMICILIO,"60 - 69",F,363
CE,OUTRAS,DOMICILIO,"60 - 69",I,1
CE,OUTRAS,DOMICILIO,"60 - 69",M,743
CE,OUTRAS,HOSPITAL,"60 - 69",F,712
CE,OUTRAS,HOSPITAL,"60 - 69",M,920
CE,OUTRAS,IGNORADO,"60 - 69",F,10
CE,OUTRAS,IGNORADO,"60 - 69",M,23
CE,OUTRAS,OUTRO,"60 - 69",F,33
CE,OUTRAS,OUTRO,"60 - 69",M,104
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,85
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,119
CE,OUTRAS,VIA_PUBLICA,"60 - 69",F,11
CE,OUTRAS,VIA_PUBLICA,"60 - 69",M,61
CE,COVID,DOMICILIO,"60 - 69",F,1
CE,COVID,HOSPITAL,"60 - 69",F,6
CE,COVID,HOSPITAL,"60 - 69",M,6
CE,COVID,IGNORADO,"60 - 69",M,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
CE,INDETERMINADA,DOMICILIO,"60 - 69",F,2
CE,INDETERMINADA,DOMICILIO,"60 - 69",M,4
CE,INDETERMINADA,HOSPITAL,"60 - 69",M,8
CE,INDETERMINADA,OUTRO,"60 - 69",M,1
CE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,43
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,66
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,177
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,191
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,3
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,3
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,10
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,7
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,24
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,23
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
CE,PNEUMONIA,DOMICILIO,"60 - 69",F,32
CE,PNEUMONIA,DOMICILIO,"60 - 69",M,46
CE,PNEUMONIA,HOSPITAL,"60 - 69",F,372
CE,PNEUMONIA,HOSPITAL,"60 - 69",M,534
CE,PNEUMONIA,IGNORADO,"60 - 69",F,3
CE,PNEUMONIA,IGNORADO,"60 - 69",M,5
CE,PNEUMONIA,OUTRO,"60 - 69",F,4
CE,PNEUMONIA,OUTRO,"60 - 69",M,7
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,30
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,28
CE,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,2
CE,SEPTICEMIA,DOMICILIO,"60 - 69",F,15
CE,SEPTICEMIA,DOMICILIO,"60 - 69",M,28
CE,SEPTICEMIA,HOSPITAL,"60 - 69",F,446
CE,SEPTICEMIA,HOSPITAL,"60 - 69",M,560
CE,SEPTICEMIA,IGNORADO,"60 - 69",F,4
CE,SEPTICEMIA,IGNORADO,"60 - 69",M,1
CE,SEPTICEMIA,OUTRO,"60 - 69",F,3
CE,SEPTICEMIA,OUTRO,"60 - 69",M,10
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,44
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,40
CE,SEPTICEMIA,VIA_PUBLICA,"60 - 69",F,1
CE,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
CE,SRAG,DOMICILIO,"60 - 69",F,1
CE,SRAG,DOMICILIO,"60 - 69",M,1
CE,SRAG,HOSPITAL,"60 - 69",F,8
CE,SRAG,HOSPITAL,"60 - 69",M,10
CE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
DF,OUTRAS,DOMICILIO,"60 - 69",F,68
DF,OUTRAS,DOMICILIO,"60 - 69",M,123
DF,OUTRAS,HOSPITAL,"60 - 69",F,335
DF,OUTRAS,HOSPITAL,"60 - 69",M,420
DF,OUTRAS,OUTRO,"60 - 69",F,18
DF,OUTRAS,OUTRO,"60 - 69",M,36
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
DF,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
DF,OUTRAS,VIA_PUBLICA,"60 - 69",M,22
DF,COVID,HOSPITAL,"60 - 69",F,8
DF,COVID,HOSPITAL,"60 - 69",M,7
DF,INDETERMINADA,HOSPITAL,"60 - 69",M,2
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,7
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,7
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,52
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,67
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,4
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,5
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
DF,PNEUMONIA,DOMICILIO,"60 - 69",F,8
DF,PNEUMONIA,DOMICILIO,"60 - 69",M,8
DF,PNEUMONIA,HOSPITAL,"60 - 69",F,206
DF,PNEUMONIA,HOSPITAL,"60 - 69",M,251
DF,PNEUMONIA,OUTRO,"60 - 69",F,2
DF,PNEUMONIA,OUTRO,"60 - 69",M,5
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
DF,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
DF,SEPTICEMIA,DOMICILIO,"60 - 69",F,3
DF,SEPTICEMIA,DOMICILIO,"60 - 69",M,7
DF,SEPTICEMIA,HOSPITAL,"60 - 69",F,184
DF,SEPTICEMIA,HOSPITAL,"60 - 69",M,220
DF,SEPTICEMIA,OUTRO,"60 - 69",F,4
DF,SEPTICEMIA,OUTRO,"60 - 69",M,7
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
DF,SRAG,HOSPITAL,"60 - 69",F,4
DF,SRAG,HOSPITAL,"60 - 69",M,4
DF,SRAG,OUTRO,"60 - 69",F,1
ES,OUTRAS,DOMICILIO,"60 - 69",F,164
ES,OUTRAS,DOMICILIO,"60 - 69",M,409
ES,OUTRAS,HOSPITAL,"60 - 69",F,540
ES,OUTRAS,HOSPITAL,"60 - 69",M,722
ES,OUTRAS,IGNORADO,"60 - 69",M,1
ES,OUTRAS,OUTRO,"60 - 69",F,14
ES,OUTRAS,OUTRO,"60 - 69",M,46
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,32
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,80
ES,OUTRAS,VIA_PUBLICA,"60 - 69",F,10
ES,OUTRAS,VIA_PUBLICA,"60 - 69",M,47
ES,COVID,DOMICILIO,"60 - 69",F,2
ES,COVID,HOSPITAL,"60 - 69",F,9
ES,COVID,HOSPITAL,"60 - 69",M,9
ES,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,26
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,33
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,68
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,91
ES,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
ES,PNEUMONIA,DOMICILIO,"60 - 69",F,13
ES,PNEUMONIA,DOMICILIO,"60 - 69",M,30
ES,PNEUMONIA,HOSPITAL,"60 - 69",F,212
ES,PNEUMONIA,HOSPITAL,"60 - 69",I,1
ES,PNEUMONIA,HOSPITAL,"60 - 69",M,345
ES,PNEUMONIA,OUTRO,"60 - 69",M,4
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,11
ES,SEPTICEMIA,DOMICILIO,"60 - 69",F,6
ES,SEPTICEMIA,DOMICILIO,"60 - 69",M,16
ES,SEPTICEMIA,HOSPITAL,"60 - 69",F,294
ES,SEPTICEMIA,HOSPITAL,"60 - 69",M,375
ES,SEPTICEMIA,OUTRO,"60 - 69",F,1
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
ES,SRAG,DOMICILIO,"60 - 69",F,1
ES,SRAG,HOSPITAL,"60 - 69",F,4
ES,SRAG,HOSPITAL,"60 - 69",M,5
GO,OUTRAS,DOMICILIO,"60 - 69",F,205
GO,OUTRAS,DOMICILIO,"60 - 69",M,387
GO,OUTRAS,HOSPITAL,"60 - 69",F,672
GO,OUTRAS,HOSPITAL,"60 - 69",M,879
GO,OUTRAS,IGNORADO,"60 - 69",F,18
GO,OUTRAS,IGNORADO,"60 - 69",M,42
GO,OUTRAS,OUTRO,"60 - 69",F,61
GO,OUTRAS,OUTRO,"60 - 69",M,145
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,149
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,223
GO,OUTRAS,POSTO_SAUDE,"60 - 69",M,2
GO,OUTRAS,VIA_PUBLICA,"60 - 69",F,5
GO,OUTRAS,VIA_PUBLICA,"60 - 69",M,40
GO,COVID,DOMICILIO,"60 - 69",F,2
GO,COVID,DOMICILIO,"60 - 69",M,3
GO,COVID,HOSPITAL,"60 - 69",F,27
GO,COVID,HOSPITAL,"60 - 69",M,21
GO,COVID,OUTRO,"60 - 69",M,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
GO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
GO,INDETERMINADA,DOMICILIO,"60 - 69",M,1
GO,INDETERMINADA,HOSPITAL,"60 - 69",M,2
GO,INDETERMINADA,IGNORADO,"60 - 69",F,2
GO,INDETERMINADA,IGNORADO,"60 - 69",M,1
GO,INDETERMINADA,OUTRO,"60 - 69",F,1
GO,INDETERMINADA,OUTRO,"60 - 69",M,2
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
GO,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,54
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,58
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,168
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,180
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,2
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,11
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,16
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,40
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,40
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,2
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
GO,PNEUMONIA,DOMICILIO,"60 - 69",F,11
GO,PNEUMONIA,DOMICILIO,"60 - 69",M,25
GO,PNEUMONIA,HOSPITAL,"60 - 69",F,423
GO,PNEUMONIA,HOSPITAL,"60 - 69",M,515
GO,PNEUMONIA,IGNORADO,"60 - 69",F,2
GO,PNEUMONIA,IGNORADO,"60 - 69",M,15
GO,PNEUMONIA,OUTRO,"60 - 69",F,7
GO,PNEUMONIA,OUTRO,"60 - 69",M,9
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,62
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,94
GO,SEPTICEMIA,DOMICILIO,"60 - 69",F,10
GO,SEPTICEMIA,DOMICILIO,"60 - 69",M,21
GO,SEPTICEMIA,HOSPITAL,"60 - 69",F,305
GO,SEPTICEMIA,HOSPITAL,"60 - 69",M,393
GO,SEPTICEMIA,IGNORADO,"60 - 69",F,7
GO,SEPTICEMIA,IGNORADO,"60 - 69",M,5
GO,SEPTICEMIA,OUTRO,"60 - 69",F,6
GO,SEPTICEMIA,OUTRO,"60 - 69",M,8
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,43
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,67
GO,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
GO,SRAG,HOSPITAL,"60 - 69",F,8
GO,SRAG,HOSPITAL,"60 - 69",M,12
GO,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
MA,OUTRAS,AMBULANCIA,"60 - 69",F,2
MA,OUTRAS,AMBULANCIA,"60 - 69",M,8
MA,OUTRAS,DOMICILIO,"60 - 69",F,191
MA,OUTRAS,DOMICILIO,"60 - 69",M,399
MA,OUTRAS,HOSPITAL,"60 - 69",F,514
MA,OUTRAS,HOSPITAL,"60 - 69",M,689
MA,OUTRAS,IGNORADO,"60 - 69",F,3
MA,OUTRAS,IGNORADO,"60 - 69",M,7
MA,OUTRAS,OUTRO,"60 - 69",F,22
MA,OUTRAS,OUTRO,"60 - 69",M,73
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,15
MA,OUTRAS,VIA_PUBLICA,"60 - 69",F,6
MA,OUTRAS,VIA_PUBLICA,"60 - 69",M,19
MA,COVID,AMBULANCIA,"60 - 69",M,1
MA,COVID,HOSPITAL,"60 - 69",F,3
MA,COVID,HOSPITAL,"60 - 69",M,5
MA,INDETERMINADA,DOMICILIO,"60 - 69",F,5
MA,INDETERMINADA,DOMICILIO,"60 - 69",M,9
MA,INDETERMINADA,HOSPITAL,"60 - 69",F,4
MA,INDETERMINADA,HOSPITAL,"60 - 69",M,6
MA,INDETERMINADA,IGNORADO,"60 - 69",M,1
MA,INDETERMINADA,OUTRO,"60 - 69",M,2
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,24
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,27
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,117
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,108
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,4
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,7
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
MA,PNEUMONIA,DOMICILIO,"60 - 69",F,13
MA,PNEUMONIA,DOMICILIO,"60 - 69",M,18
MA,PNEUMONIA,HOSPITAL,"60 - 69",F,152
MA,PNEUMONIA,HOSPITAL,"60 - 69",M,223
MA,PNEUMONIA,IGNORADO,"60 - 69",F,1
MA,PNEUMONIA,IGNORADO,"60 - 69",M,2
MA,PNEUMONIA,OUTRO,"60 - 69",F,8
MA,PNEUMONIA,OUTRO,"60 - 69",M,9
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
MA,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
MA,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
MA,SEPTICEMIA,DOMICILIO,"60 - 69",M,14
MA,SEPTICEMIA,HOSPITAL,"60 - 69",F,190
MA,SEPTICEMIA,HOSPITAL,"60 - 69",I,1
MA,SEPTICEMIA,HOSPITAL,"60 - 69",M,219
MA,SEPTICEMIA,IGNORADO,"60 - 69",F,1
MA,SEPTICEMIA,IGNORADO,"60 - 69",M,2
MA,SEPTICEMIA,OUTRO,"60 - 69",F,2
MA,SEPTICEMIA,OUTRO,"60 - 69",M,9
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
MA,SEPTICEMIA,VIA_PUBLICA,"60 - 69",F,1
MA,SRAG,DOMICILIO,"60 - 69",F,1
MA,SRAG,HOSPITAL,"60 - 69",F,4
MA,SRAG,HOSPITAL,"60 - 69",M,6
MA,SRAG,OUTRO,"60 - 69",M,1
MG,OUTRAS,DOMICILIO,"60 - 69",F,1204
MG,OUTRAS,DOMICILIO,"60 - 69",I,1
MG,OUTRAS,DOMICILIO,"60 - 69",M,2293
MG,OUTRAS,HOSPITAL,"60 - 69",F,2897
MG,OUTRAS,HOSPITAL,"60 - 69",I,1
MG,OUTRAS,HOSPITAL,"60 - 69",M,4052
MG,OUTRAS,IGNORADO,"60 - 69",F,53
MG,OUTRAS,IGNORADO,"60 - 69",I,17
MG,OUTRAS,IGNORADO,"60 - 69",M,90
MG,OUTRAS,OUTRO,"60 - 69",F,108
MG,OUTRAS,OUTRO,"60 - 69",M,293
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,353
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,480
MG,OUTRAS,VIA_PUBLICA,"60 - 69",F,49
MG,OUTRAS,VIA_PUBLICA,"60 - 69",M,152
MG,COVID,DOMICILIO,"60 - 69",F,1
MG,COVID,DOMICILIO,"60 - 69",M,2
MG,COVID,HOSPITAL,"60 - 69",F,36
MG,COVID,HOSPITAL,"60 - 69",M,40
MG,COVID,IGNORADO,"60 - 69",F,2
MG,COVID,IGNORADO,"60 - 69",M,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
MG,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
MG,INDETERMINADA,DOMICILIO,"60 - 69",F,58
MG,INDETERMINADA,DOMICILIO,"60 - 69",M,122
MG,INDETERMINADA,HOSPITAL,"60 - 69",F,25
MG,INDETERMINADA,HOSPITAL,"60 - 69",M,50
MG,INDETERMINADA,IGNORADO,"60 - 69",I,1
MG,INDETERMINADA,IGNORADO,"60 - 69",M,6
MG,INDETERMINADA,OUTRO,"60 - 69",F,4
MG,INDETERMINADA,OUTRO,"60 - 69",M,13
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
MG,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,20
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,86
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,123
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,632
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,702
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,8
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,9
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,4
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,7
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,57
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,85
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,5
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,8
MG,PNEUMONIA,DOMICILIO,"60 - 69",F,29
MG,PNEUMONIA,DOMICILIO,"60 - 69",M,47
MG,PNEUMONIA,HOSPITAL,"60 - 69",F,1176
MG,PNEUMONIA,HOSPITAL,"60 - 69",M,1774
MG,PNEUMONIA,IGNORADO,"60 - 69",F,11
MG,PNEUMONIA,IGNORADO,"60 - 69",I,1
MG,PNEUMONIA,IGNORADO,"60 - 69",M,23
MG,PNEUMONIA,OUTRO,"60 - 69",F,5
MG,PNEUMONIA,OUTRO,"60 - 69",M,9
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,83
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,140
MG,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
MG,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,2
MG,SEPTICEMIA,DOMICILIO,"60 - 69",F,23
MG,SEPTICEMIA,DOMICILIO,"60 - 69",M,27
MG,SEPTICEMIA,HOSPITAL,"60 - 69",F,1608
MG,SEPTICEMIA,HOSPITAL,"60 - 69",M,1895
MG,SEPTICEMIA,IGNORADO,"60 - 69",F,18
MG,SEPTICEMIA,IGNORADO,"60 - 69",M,19
MG,SEPTICEMIA,OUTRO,"60 - 69",F,7
MG,SEPTICEMIA,OUTRO,"60 - 69",M,8
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,83
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,103
MG,SEPTICEMIA,VIA_PUBLICA,"60 - 69",F,1
MG,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
MG,SRAG,DOMICILIO,"60 - 69",F,1
